dataset,horizon_days,threshold,feature,n,n_pos,point_biserial_r,p_value,p_adj_fdr,significant_fdr_10pct
B_coinbase_multiyear,90,5,narr_infra,28621,277,-0.008132909765146527,0.16886270096298203,0.3734362491868423,False
B_coinbase_multiyear,90,5,narr_rwa,28621,277,0.00748792119369502,0.205244827567719,0.41404346735935355,False
B_coinbase_multiyear,90,5,narr_gaming,28621,277,-0.0035979482482177494,0.5427451893290628,0.7682806792330145,False
B_coinbase_multiyear,90,5,vol_rel_30d,28621,277,0.0032461331937408055,0.5829025791484468,0.779216919276162,False
B_coinbase_multiyear,90,5,vol_rel_7d,28621,277,-0.0010865649653858075,0.8541591491910808,0.9337841546241478,False
B_coinbase_multiyear,90,10,btc_ret_90d,28612,37,0.04464812275899305,4.165992437713162e-14,2.1496520978599915e-12,True
B_coinbase_multiyear,90,10,narr_depin,28621,37,0.031787624208777024,7.495371964454265e-08,1.9338059668292e-06,True
B_coinbase_multiyear,90,10,narr_l1,28621,37,0.029287211660972208,7.211429438988867e-07,1.1628429970369548e-05,True
B_coinbase_multiyear,90,10,narr_l2,28621,37,0.025104878440900324,2.1601246561012078e-05,0.00023221340053087983,True
B_coinbase_multiyear,90,10,coin_age_days,4885,12,-0.04376702414670916,0.0022157210406590472,0.013340137280786903,True
B_coinbase_multiyear,90,10,narr_ai,28621,37,-0.014060462494868886,0.01737256149888186,0.06495827343060175,True
